id;name;geoid;geoname;value;datetime
686;Precio de cobro desvíos a subir;;;-1.48;2024-05-10T08:00:00+02:00
686;Precio de cobro desvíos a subir;;;-12.56;2024-05-10T09:00:00+02:00
686;Precio de cobro desvíos a subir;;;-2.87;2024-05-10T10:00:00+02:00
686;Precio de cobro desvíos a subir;;;-1.25;2024-05-10T11:00:00+02:00
686;Precio de cobro desvíos a subir;;;-6.07;2024-05-10T12:00:00+02:00
686;Precio de cobro desvíos a subir;;;-24.88;2024-05-10T13:00:00+02:00
686;Precio de cobro desvíos a subir;;;-184.27;2024-05-10T14:00:00+02:00
686;Precio de cobro desvíos a subir;;;-93.16;2024-05-10T15:00:00+02:00
686;Precio de cobro desvíos a subir;;;-9.8;2024-05-10T16:00:00+02:00
686;Precio de cobro desvíos a subir;;;0.41;2024-05-10T17:00:00+02:00
686;Precio de cobro desvíos a subir;;;0.59;2024-05-10T18:00:00+02:00
686;Precio de cobro desvíos a subir;;;0.54;2024-05-10T19:00:00+02:00
686;Precio de cobro desvíos a subir;;;10.59;2024-05-10T20:00:00+02:00
686;Precio de cobro desvíos a subir;;;17.12;2024-05-10T21:00:00+02:00
686;Precio de cobro desvíos a subir;;;17.68;2024-05-10T22:00:00+02:00
686;Precio de cobro desvíos a subir;;;4.03;2024-05-10T23:00:00+02:00
686;Precio de cobro desvíos a subir;;;16.09;2024-05-11T00:00:00+02:00
686;Precio de cobro desvíos a subir;;;3.09;2024-05-11T01:00:00+02:00
686;Precio de cobro desvíos a subir;;;15.34;2024-05-11T02:00:00+02:00
686;Precio de cobro desvíos a subir;;;67.31;2024-05-11T03:00:00+02:00
686;Precio de cobro desvíos a subir;;;16.17;2024-05-11T04:00:00+02:00
686;Precio de cobro desvíos a subir;;;14.31;2024-05-11T05:00:00+02:00
686;Precio de cobro desvíos a subir;;;16.31;2024-05-11T06:00:00+02:00
686;Precio de cobro desvíos a subir;;;12.3;2024-05-11T07:00:00+02:00
686;Precio de cobro desvíos a subir;;;-5.62;2024-05-11T08:00:00+02:00
686;Precio de cobro desvíos a subir;;;-0.18;2024-05-11T09:00:00+02:00
686;Precio de cobro desvíos a subir;;;-5.77;2024-05-11T10:00:00+02:00
686;Precio de cobro desvíos a subir;;;-6.36;2024-05-11T11:00:00+02:00
